"","ID","ID_year","ID_Rater1","ID_Rater2","Score_Rater1","Score_Rater2","C_extra_1","C_extra_2","C_sum_1","C_sum_2","L_extra_1","L_extra_2","L_struct_1","L_struct_2","L_style_1","L_style_2","L_syntax_1","L_syntax_2"
"32450",128048,10,"0001dbd5","0001a9cc",27,32,0,1,18,23,0,0,6,6,3,2,0,0
"32451",128049,14,"0001d586","0001d457",32,35,0,1,21,25,0,0,5,6,4,3,2,0
"32454",128052,13,"0001d668","0001dbc3",39,43,0,0,25,25,0,1,6,6,4,6,4,5
"32455",128053,10,"0000cee7","0001d30c",28,28,0,0,19,20,0,0,5,5,3,3,1,0
"32456",128054,14,"0000cccf","0001d382",35,32,0,0,20,19,0,0,6,6,4,4,5,3
"32458",128056,14,"0000ccfb","0001d8b4",32,21,0,0,18,11,0,0,5,6,4,2,5,2
"32459",128057,14,"0001d577","0000cee9",30,23,0,0,15,16,0,0,6,6,5,1,4,0
"32460",128058,11,"0001a9aa","0001dbb3",31,34,0,0,22,24,0,0,6,5,3,5,0,0
"32461",128059,14,"0001d570","0001daa6",18,22,0,0,12,13,0,0,3,6,3,3,0,0
"32462",128060,10,"0001d3a8","0000cc35",31,26,0,0,22,15,0,0,6,6,3,3,0,2
"32463",128061,13,"0001b11d","0001b0f7",23,28,0,0,12,16,0,0,6,6,3,5,2,1
"32464",128062,13,"0001dbd6","0001d588",28,29,0,0,16,18,0,0,5,5,5,4,2,2
"32465",128063,12,"0001a9c1","0001dbc8",28,29,0,0,16,18,0,0,4,4,4,4,4,3
"32466",128064,11,"0001d57a","0001a9c0",37,33,0,1,28,23,0,0,4,4,3,4,2,1
"32467",128065,10,"0001d3a1","0001dbcb",25,24,0,0,16,11,0,0,6,6,3,3,0,4
"32468",128066,14,"0001d5e1","0000cd39",24,27,0,0,13,14,0,0,6,6,2,4,3,3
"32469",128067,10,"0001d577","0001b141",36,32,0,0,22,18,0,1,5,5,4,5,5,3
"32470",128068,12,"0000cac2","0001dbc3",40,40,1,0,23,25,1,1,5,6,5,5,5,3
"32471",128069,11,"0001a9c0","0001dbaf",25,36,0,0,20,24,0,0,3,5,2,4,0,3
"32472",128070,13,"0001d181","0001d8b5",30,28,0,0,20,13,0,0,3,6,3,4,4,5
"32473",128071,14,"0001dbdc","0001d3aa",34,31,0,0,22,21,0,0,6,5,5,5,1,0
"32474",128072,10,"0001dbf1","0001d5ea",36,33,0,0,21,20,0,0,6,6,6,4,3,3
"32475",128073,13,"0000ce21","0000c9bf",29,25,0,0,18,15,0,0,4,4,5,4,2,2
"32476",128074,14,"0001db8e","0001d182",25,22,0,0,15,14,0,0,5,5,4,3,1,0
"32478",128075,14,"0001a9cc","0000ce13",34,27,0,0,24,20,0,0,6,6,3,1,1,0
"32479",128076,12,"0000cccf","0001ad85",30,28,0,0,17,19,0,0,6,3,3,5,4,1
"32480",128077,11,"0001dc20","0001d570",36,31,0,0,22,21,0,0,6,5,4,4,4,1
"32481",128078,14,"0001d590","0001d57d",39,41,0,0,27,27,0,0,6,6,5,5,1,3
"32482",128079,10,"0001d66b","0001d3a6",28,23,0,0,19,16,0,0,6,4,3,3,0,0
"32483",128080,14,"0001a9cb","0000c9b6",27,28,0,0,17,18,0,0,5,5,1,3,4,2
"32484",128081,14,"0001d66c","0001d393",36,35,0,1,19,20,2,0,6,6,5,6,4,2
"32485",128082,14,"0001d4e2","0001dc0c",29,31,0,0,18,20,0,0,4,5,5,4,2,2
"32486",128083,12,"0001d34e","0000cac2",48,50,2,2,28,27,2,3,6,5,4,5,6,8
"32488",128085,14,"0000c9b6","0001dbea",24,20,0,0,17,11,0,0,5,5,2,4,0,0
"32489",128086,12,"0001d182","0001ae08",32,36,0,0,23,24,0,0,6,3,3,5,0,4
"32490",128087,10,"0001dba2","0000ceeb",21,30,0,0,12,21,0,0,4,5,3,3,2,1
"32492",128088,14,"0000ce21","0001d382",25,26,0,0,15,13,0,0,4,6,3,4,3,3
"32493",128089,14,"0001b0fa","0000cd23",23,13,0,0,14,8,0,0,4,4,3,1,2,0
"32494",128090,10,"0001dbaf","0001dbb0",31,34,0,0,19,20,0,0,5,6,4,4,3,4
"32495",128091,13,"0001dbf8","0001dba6",31,27,0,0,23,19,0,0,2,3,3,3,3,2
"32496",128092,14,"0000ceea","0001dc0c",28,23,0,0,17,10,0,0,6,6,2,3,3,4
"32497",128093,14,"0001ae07","0001dba3",26,26,0,0,17,19,0,0,5,3,4,4,0,0
"32499",128095,11,"0000cabf","0001dbf5",37,35,1,0,23,23,1,0,6,6,3,4,3,2
"32500",128096,14,"0001d457","0001b0f6",20,26,0,0,14,19,0,0,3,5,3,2,0,0
"32501",128097,13,"0001dba2","0001daa6",25,22,0,0,15,11,0,0,4,6,3,3,3,2
"32502",128098,13,"0001d4e3","0001d5e1",32,27,0,0,20,14,0,0,6,5,4,4,2,4
"32503",128099,12,"0000c9b9","0001d37d",32,25,0,0,18,16,0,0,6,5,4,2,4,2
"32504",128100,12,"0001b109","0000ce21",23,19,0,0,9,11,0,0,3,3,5,3,6,2
"32505",128101,11,"0001d3a8","0000cee3",28,25,0,0,19,12,0,0,6,6,3,5,0,2
"32506",128102,10,"0000ce21","0001d382",35,43,1,2,24,29,0,0,5,6,3,4,2,2
"32507",128103,12,"0001ad83","0000cee9",40,25,2,0,22,18,1,0,6,6,6,1,3,0
"32509",128104,10,"0000ceea","0001dc08",29,25,0,0,20,18,0,0,5,3,4,4,0,0
"32510",128105,11,"0001d181","0001dbd4",23,29,0,0,15,20,0,0,6,6,2,3,0,0
"32511",128106,11,"0001a9c1","0001d668",30,30,0,0,21,21,0,0,5,5,4,3,0,1
"32512",128107,11,"0000cee3","0000cee7",20,16,0,0,8,8,0,0,5,4,4,2,3,2
"32516",128108,13,"0001dbd8","0001db8e",29,31,0,0,16,19,0,0,4,5,5,4,4,3
"32517",128109,11,"0001a9c3","0001d3a5",25,24,0,0,19,18,0,0,5,5,1,1,0,0
"32518",128110,12,"0001ad85","0001ae1d",26,23,0,0,16,15,0,0,5,5,5,2,0,1
"32519",128111,14,"0001dbd5","0001d181",32,29,0,0,22,21,0,0,6,5,4,3,0,0
"32520",128112,14,"0001d382","0001ae1d",23,24,0,0,13,15,0,0,5,4,3,2,2,3
"32521",128113,10,"0000cccf","0001ae1c",34,26,0,0,23,19,0,0,6,6,3,1,2,0
"32523",128114,14,"0001daa3","0000c9bd",34,31,0,0,25,22,0,0,5,5,3,3,1,1
"32524",128115,11,"0001d577","0000cd23",31,36,0,0,19,21,0,0,5,6,4,4,3,5
"32525",128116,12,"0001d32b","0001d58a",30,25,0,0,19,18,0,0,6,4,4,3,1,0
"32527",128117,14,"0000cab9","0001dbc5",32,33,0,0,21,27,0,0,6,4,4,2,1,0
"32528",128118,12,"0001d393","0001d66c",35,31,1,1,24,20,0,0,5,6,5,4,0,0
"32529",128119,13,"0001d457","0001a9ca",30,25,0,0,24,14,0,0,4,6,2,4,0,1
"32530",128120,10,"0001d341","0001dbaf",35,40,0,0,22,26,0,0,5,6,4,2,4,6
"32531",128121,10,"0001d33e","0000ccfd",29,37,0,0,19,22,0,0,6,6,4,5,0,4
"32532",128122,12,"0001d382","0000cc4c",16,13,0,0,10,9,0,0,3,3,1,1,2,0
"32534",128122,13,"0000cab9","0001a9aa",27,18,0,0,21,12,0,0,5,4,1,2,0,0
"32536",128123,10,"0001ae09","0001d5fb",29,23,0,0,18,16,0,0,6,4,4,3,1,0
"32539",128124,14,"0001dbe0","0000ccf0",40,40,0,0,27,27,0,0,6,6,6,4,1,3
"32540",128125,11,"0001dbf8","0001dc0d",20,23,0,0,12,13,0,0,3,3,3,4,2,3
"32541",128126,12,"0001d182","0001b120",32,22,0,0,20,13,0,0,6,5,4,4,2,0
"32542",128127,12,"0000cabf","0001dbf5",35,31,1,0,20,21,1,0,5,5,4,5,4,0
"32543",128128,13,"0001b0f6","0000ce20",28,26,0,0,21,21,0,0,5,4,2,1,0,0
"32544",128129,10,"0000cee0","0001a9ca",31,39,0,0,17,22,1,0,3,6,5,5,5,6
"32545",128130,12,"0001d34e","0000cac2",31,36,0,0,22,23,0,0,6,5,3,2,0,6
"32546",128131,10,"0001dc20","0001dc14",26,30,0,0,18,23,0,0,6,4,2,3,0,0
"32548",128132,12,"0001dbe0","0001d392",25,29,0,0,15,15,0,0,5,5,3,5,2,4
"32549",128133,11,"0000cd39","0001dbeb",25,34,0,0,20,22,0,0,5,5,0,5,0,2
"32550",128134,13,"0001d33e","0001b109",27,29,0,0,14,15,0,0,5,6,5,5,3,3
"32551",128135,14,"0000c9be","0000cab4",24,28,0,0,16,19,0,0,5,6,3,3,0,0
"32552",128136,10,"0001dbc2","0001d674",45,46,0,2,28,27,0,0,6,6,5,5,6,6
"32553",128137,13,"0000ccfb","0000cccf",34,29,0,0,21,19,0,0,6,6,3,3,4,1
"32554",128138,11,"0001dbea","0001a9cc",40,34,1,2,28,24,0,0,6,5,5,3,0,0
"32556",128140,11,"0000cac2","0001d3a6",28,33,0,0,15,20,0,0,5,5,5,5,3,3
"32557",128141,14,"0000cab9","0001dbc5",29,37,0,0,16,26,0,0,6,6,4,3,3,2
"32558",128142,11,"0001d676","0001dc0b",26,34,0,0,13,19,0,0,5,5,3,4,5,6
"32559",128143,10,"0001de3e","0000cab9",29,27,0,0,21,17,0,0,6,6,2,2,0,2
"32560",128144,11,"0000c9bd","0001dbf5",18,18,0,0,16,14,0,0,2,3,0,1,0,0
"32561",128145,10,"0001d586","0001d57a",28,28,0,0,18,20,0,0,5,5,3,3,2,0
"32563",128146,13,"0001ae07","0001b141",30,13,0,0,19,10,0,0,6,3,5,0,0,0
"32565",128146,14,"0001dbe0","0000ccf0",8,29,0,0,3,18,0,0,2,5,3,4,0,2
"32567",128147,13,"0001dbe0","0001dc0c",33,28,0,0,19,17,0,0,6,4,5,3,3,4
"32568",128148,11,"0000cabf","0001daa3",32,35,1,1,26,27,0,0,4,5,1,2,0,0
"32569",128149,10,"0001dc0c","0001db88",25,34,0,0,11,20,0,0,5,6,5,5,4,3
"32570",128150,10,"0001a9c2","0000ceea",36,32,1,1,25,24,0,0,6,4,4,3,0,0
"32571",128151,10,"0001b0f6","0001d2d3",25,28,0,0,16,18,0,0,6,5,3,3,0,2
"32572",128152,14,"0001ae07","0001dbd9",29,28,0,0,17,22,0,0,5,4,5,2,2,0
"32573",128153,14,"0001b0f5","0001ae08",28,35,0,0,18,24,0,0,5,5,5,4,0,2
"32574",128154,12,"0001db88","0000cd39",37,34,0,1,22,25,1,0,5,5,5,3,4,0
"32575",128155,11,"0001a9aa","0001dbb3",38,39,0,0,21,22,0,0,6,6,4,5,7,6
"32576",128156,13,"0000c9b8","0001d8b8",38,47,0,2,22,27,0,2,6,6,5,5,5,5
"32577",128156,14,"0000cabe","0001d39f",42,37,2,0,25,21,1,0,6,6,4,6,4,4
"32578",128157,13,"0001daa6","0001db8e",30,29,0,0,19,16,0,0,6,6,2,3,3,4
"32579",128158,10,"0001dba2","0000ceeb",21,21,0,0,14,14,0,0,4,4,2,3,1,0
"32581",128159,11,"0001dba3","0000ca9f",32,33,0,0,23,20,0,0,4,6,5,6,0,1
"32582",128160,12,"0000cabb","0000c9be",31,29,0,0,21,19,0,0,3,5,5,4,2,1
"32583",128161,12,"0001dc15","0000c9bf",22,39,0,2,16,24,0,0,4,6,2,4,0,3
"32584",128162,11,"0001db9d","0001d56e",25,28,0,0,18,19,0,0,4,4,3,5,0,0
"32586",128163,11,"0001dbff","0001d8b5",30,25,0,0,18,11,0,0,5,5,5,5,2,4
"32587",128164,12,"0001d580","0001d4e2",32,31,0,0,22,22,0,0,4,4,4,4,2,1
"32588",128165,12,"0001ae1c","0000cccf",24,29,0,0,22,21,0,0,2,6,0,2,0,0
"32589",128166,12,"0001d3aa","0001dbd9",23,24,0,0,14,15,0,0,3,2,3,3,3,4
"32591",128168,11,"0001d3a5","0001daa3",39,40,2,2,25,24,0,1,5,6,5,5,2,2
"32596",128170,13,"0000c9bc","0001dbff",16,6,0,0,12,4,0,0,2,0,2,2,0,0
"32598",128172,14,"0001dc0c","0001d32b",24,39,0,0,15,26,0,0,5,6,1,4,3,3
"32599",128173,13,"0001d51c","0000c9be",20,24,0,0,11,14,0,0,6,6,3,3,0,1
"32600",128174,14,"0001d570","0001daa6",28,32,0,0,20,23,0,0,5,6,3,3,0,0
"32601",128175,13,"0001d3a4","0001d4e4",30,34,0,0,21,22,0,0,5,6,3,4,1,2
"32602",128176,11,"0001dbaf","0000c9b9",31,36,0,1,23,25,0,0,5,6,2,4,1,0
"32603",128177,12,"0000cabf","0001dbf5",39,34,1,1,27,26,0,0,5,4,3,3,3,0
"32605",128178,11,"0000c9bc","0001dbea",31,35,0,0,23,23,0,0,5,6,3,5,0,1
"32606",128179,10,"0001d674","0001dbc2",43,40,0,2,25,26,0,0,6,6,5,3,7,3
"32607",128180,10,"0001a9c1","0001dbc8",38,40,1,0,27,26,0,1,5,6,5,5,0,2
"32608",128181,13,"0001db8d","0001d8af",28,26,0,0,20,17,0,0,5,6,3,3,0,0
"32609",128182,10,"0001ae09","0001db8d",36,36,0,1,23,22,0,0,6,6,4,4,3,3
"32610",128183,10,"0001dc08","0001d3a4",29,32,0,0,13,19,2,1,5,6,4,3,5,3
"32612",128184,10,"0001dbe0","0000cee3",40,30,0,0,23,13,0,0,6,6,5,5,6,6
"32613",128185,10,"0001a9c3","0001d591",34,34,1,2,21,20,0,0,6,6,4,5,2,1
"32614",128186,13,"0001d3a5","0001dbb1",30,30,0,0,21,23,0,0,6,5,3,2,0,0
"32615",128187,14,"0001dc0d","0001dbfb",37,28,2,0,24,20,0,0,6,6,4,1,1,1
"32616",128188,10,"0001dbd6","0001dbea",31,27,0,0,23,20,0,0,4,4,4,3,0,0
"32617",128189,14,"0001d3a0","0001d51c",34,28,0,0,18,19,0,0,6,4,6,4,4,1
"32618",128190,12,"0001d4e4","0001d4e3",25,27,0,0,15,15,0,0,6,6,3,4,1,2
"32620",128192,14,"0001dbd6","0001d588",24,24,0,0,11,13,0,0,6,5,4,3,3,3
"32621",128193,14,"0001d8b2","0000c9ba",32,27,0,0,24,19,0,0,6,4,2,4,0,0
"32622",128194,13,"0000c9b7","0001d8b8",23,32,0,0,10,19,0,0,6,6,4,5,3,2
"32623",128195,12,"0000cc35","0001d3a8",41,33,1,0,27,22,0,0,6,5,5,4,2,2
"32624",128196,12,"0000ce13","0001d569",27,25,0,0,17,15,0,0,6,6,4,3,0,1
"32625",128197,14,"0000cabe","0000cabb",26,35,0,0,15,18,0,0,5,6,4,6,2,5
"32626",128198,10,"0001d586","0001d57a",29,31,0,0,20,24,0,0,5,4,3,3,1,0
"32628",128200,14,"0001dbb1","0001dbf5",37,36,1,1,29,27,0,0,5,5,2,3,0,0
"32629",128201,11,"0001d570","0001db8e",33,34,0,0,24,22,0,0,5,6,4,3,0,3
"32632",128203,11,"0001d30c","0000ceea",37,34,0,0,26,24,0,0,5,6,3,1,3,3
"32633",128204,13,"0001dbea","0001d181",35,42,0,1,22,24,1,2,4,6,5,5,3,4
"32634",128205,10,"0001d33e","0000ccfd",34,36,0,0,21,16,0,2,6,6,4,5,3,7
"32635",128206,13,"0001d353","0001dbb0",32,29,0,0,18,18,0,0,4,4,4,3,6,4
"32636",128207,10,"0001db8f","0000cac0",34,43,0,2,24,26,0,1,6,6,4,6,0,2
"32637",128208,13,"0000ce1d","0001dbea",23,25,0,0,18,18,0,0,4,4,1,3,0,0
"32639",128209,12,"0001d30c","0001d39e",21,25,0,0,10,17,0,0,4,4,4,3,3,1
"32640",128210,12,"0001ae07","0001b0fa",36,29,0,0,23,20,0,0,6,6,5,2,2,1
"32641",128211,14,"0001d182","0001d8b8",40,34,0,0,24,16,0,2,6,6,5,6,5,4
"32643",128213,14,"0000cabe","0000cabb",47,48,3,0,29,28,2,3,6,6,4,6,3,5
"32645",128215,14,"0001dc0d","0001dbfb",30,18,0,0,15,7,0,0,6,5,5,3,4,3
"32646",128216,12,"0001d578","0000cabb",27,31,0,0,14,16,0,0,4,4,5,6,4,5
"32647",128217,11,"0001dbb0","0001d2d3",26,32,0,0,17,18,0,0,5,5,1,4,3,5
"32648",128218,11,"0001daa3","0000cabf",39,41,0,2,25,24,0,2,4,5,6,5,4,3
"32649",128219,14,"0001dbc2","0001d674",29,29,0,0,23,22,0,0,4,5,2,2,0,0
"32650",128220,10,"0001a9bd","0000cc4c",22,28,0,0,12,13,0,0,6,5,2,5,2,5
"32651",128221,12,"0001d457","0001d66f",34,38,0,0,23,21,0,0,4,6,3,4,4,7
"32652",128222,13,"0001d34e","0001a9c1",31,42,0,1,20,22,0,1,5,6,4,6,2,6
"32653",128223,11,"0001d3a9","0001d5fb",41,43,0,0,27,30,1,0,6,6,5,3,2,4
"32654",128224,10,"0001dba2","0000ceeb",36,30,1,0,21,20,0,0,6,4,5,4,3,2
"32655",128225,12,"0001dbeb","0000c9b5",32,36,0,0,18,26,0,0,6,5,5,3,3,2
"32656",128226,10,"0001a9c2","0000ceea",28,25,0,0,22,17,0,0,5,4,1,2,0,2
"32657",128227,13,"0001a9c3","0000c9bb",14,16,0,0,10,10,0,0,4,4,0,2,0,0
"32659",128228,10,"0001d30e","0000cee9",43,38,2,0,26,22,1,0,6,6,4,5,4,5
"32660",128229,10,"0000ce13","0001d585",22,18,0,0,16,10,0,0,4,5,1,3,1,0
"32661",128230,10,"0001d30e","0001d4e3",33,38,2,1,24,23,0,0,4,6,3,5,0,3
"32662",128231,10,"0001db8f","0000cac0",50,50,2,2,30,29,2,2,6,6,6,6,4,5
"32663",128232,14,"0001a9c0","0000cee0",47,40,2,2,30,22,0,2,6,5,5,5,4,4
"32664",128233,10,"0001dbf5","0001d49b",29,29,0,0,22,22,0,0,3,5,4,2,0,0
"32666",128235,10,"0001b108","0001d30b",27,28,0,0,15,21,0,0,5,4,4,3,3,0
"32667",128236,12,"0001d395","0001d32b",42,36,0,0,25,21,0,0,6,6,6,5,5,4
"32668",128237,12,"0001d3a5","0000cabf",37,41,1,2,24,26,1,1,6,5,3,2,2,5
"32669",128237,13,"0001d56b","0001d181",33,37,0,0,23,23,0,1,5,6,5,5,0,2
"32670",128238,13,"0000c9bf","0000ccfb",32,39,0,1,19,22,0,1,4,6,5,3,4,6
"32671",128239,10,"0001dbaf","0001dbc5",29,31,0,0,19,20,0,0,5,6,4,3,1,2
"32672",128240,10,"0001dbc2","0001d674",39,38,1,0,22,23,0,0,6,6,5,4,5,5
"32674",128242,12,"0001a9cb","0001dbff",27,36,0,0,21,23,0,0,4,6,2,5,0,2
"32675",128243,10,"0001ae1b","0000ce21",35,26,0,0,22,15,0,0,6,5,4,4,3,2
"32676",128244,11,"0001a9c5","0000cee6",33,38,0,1,20,24,0,0,6,6,4,3,3,4
"32677",128245,11,"0001a9cc","0000cac0",38,42,1,0,28,28,0,0,5,6,2,4,2,4
"32678",128246,10,"0000ceea","0001d32b",24,19,0,0,16,10,0,0,6,5,2,3,0,1
"32680",128247,14,"0001d353","0000cee4",21,21,0,0,13,16,0,0,6,3,2,2,0,0
"32681",128248,12,"0001db9d","0000ceea",32,35,0,1,22,26,0,0,5,6,4,2,1,0
"32682",128249,13,"0000cd23","0001d3a8",26,32,0,0,18,22,0,0,6,6,2,3,0,1
"32683",128250,12,"0001d570","0001b120",36,28,0,0,25,20,0,0,5,5,4,2,2,1
"32685",128252,10,"0000ccfb","0001d8b4",22,25,0,0,13,15,0,0,5,6,1,4,3,0
"32686",128253,11,"0001d3a8","0000cee3",29,18,0,0,25,14,0,0,3,4,1,0,0,0
"32687",128253,12,"0001d66c","0001d393",18,25,0,0,16,18,0,0,2,5,0,2,0,0
"32688",128254,11,"0000cee7","0001d39f",27,24,0,0,22,15,0,0,3,6,2,3,0,0
"32690",128256,12,"0000ce21","0000cccf",29,23,0,0,18,14,0,0,5,6,5,3,1,0
"32692",128257,13,"0000ccfb","0001ae1b",32,28,0,0,21,20,0,0,5,4,3,4,3,0
"32693",128258,10,"0001dbb0","0001dbc5",24,28,0,0,18,18,0,0,3,4,2,3,1,3
"32694",128259,10,"0001d592","0001d66c",41,41,1,1,24,24,1,1,6,6,5,5,4,4
"32695",128260,10,"0001dba3","0001b141",31,30,0,0,23,21,0,0,4,5,4,4,0,0
"32696",128261,14,"0000ceea","0001d49a",18,27,0,0,12,21,0,0,4,3,2,3,0,0
"32697",128262,11,"0001d3a8","0000cee9",40,34,1,0,27,24,0,0,6,6,5,4,1,0
"32698",128263,12,"0001a9c1","0001b0f7",20,28,0,0,8,20,0,0,5,4,4,4,3,0
"32699",128264,10,"0001d49b","0001d393",35,33,0,0,24,21,0,0,6,6,3,5,2,1
"32700",128265,14,"0001dbb5","0001d497",39,32,0,0,27,23,0,0,6,6,5,3,1,0
"32701",128266,13,"0000cd39","0001d32b",24,19,0,0,15,11,0,0,4,6,3,2,2,0
"32702",128267,11,"0000c9bb","0000cabf",36,44,0,2,21,24,0,2,6,6,5,5,4,5
"32703",128268,14,"0001dbb4","0001ae1b",33,25,0,0,22,16,0,0,5,4,3,3,3,2
"32704",128269,13,"0001d591","0001dbf5",34,35,1,1,21,22,0,0,5,5,4,4,3,3
"32705",128270,10,"0001a9c3","0000cbf7",33,31,0,0,21,21,0,0,6,6,5,4,1,0
"32706",128271,11,"0000cee8","0000cabe",45,43,2,2,28,26,0,0,6,6,4,5,5,4
"32707",128272,11,"0000cac0","0001dbff",46,38,3,0,30,27,0,0,5,6,5,5,3,0
"32708",128273,14,"0001dbf8","0001d3a4",23,25,0,0,15,19,0,0,3,4,3,2,2,0
"32709",128274,10,"0001d591","0001a9c3",24,26,0,0,16,18,0,0,5,5,3,3,0,0
"32710",128275,10,"0001d30e","0000cee9",14,21,0,0,10,12,0,0,2,4,2,2,0,3
"32713",128277,13,"0000cd23","0000cee3",26,34,0,0,18,22,0,0,5,6,3,5,0,1
"32715",128279,13,"0001dbd5","0000cee1",30,35,0,3,24,25,0,0,4,5,2,2,0,0
"32716",128280,14,"0001d49a","0001d30e",31,25,0,0,24,20,0,0,3,2,3,3,1,0
"32717",128281,11,"0001d3a0","0001ad83",31,27,0,0,15,14,0,0,6,4,6,6,4,3
"32718",128282,11,"0001d2d4","0000cee4",36,32,0,0,25,25,0,0,6,6,5,1,0,0
"32719",128283,12,"0001dbb0","0001dbf2",17,41,0,0,11,23,0,0,4,5,2,5,0,8
"32720",128284,10,"0001d3a9","0001d182",36,37,0,0,22,22,0,0,6,6,5,5,3,4
"32721",128285,13,"0001a9aa","0001d57b",30,45,0,0,16,29,0,0,5,6,4,6,5,4
"32723",128287,12,"0001a9cc","0000ce13",33,38,0,0,25,28,0,0,6,6,2,4,0,0
"32724",128288,10,"0001d8b2","0001dbf1",34,35,0,0,24,25,0,0,6,6,3,4,1,0
"32725",128289,13,"0001b109","0001dbb5",28,26,0,0,14,15,0,0,6,5,5,3,3,3
"32726",128290,12,"0001d5fb","0001daa6",34,39,0,0,27,29,0,0,5,6,2,4,0,0
"32727",128291,14,"0000c9bc","0001d8b2",32,25,2,0,20,17,0,0,6,5,3,3,1,0
"32728",128292,10,"0001d4e4","0001d39e",38,39,1,1,24,24,0,1,6,5,4,4,3,4
"32729",128293,13,"0001a9aa","0001d2d3",30,31,0,0,18,20,0,0,6,6,3,3,3,2
"32730",128294,10,"0001d57a","0001dbce",28,35,0,0,20,23,0,0,5,6,3,3,0,3
"32731",128295,12,"0001dbd8","0001dc14",17,23,0,0,12,15,0,0,3,2,2,5,0,1
"32732",128296,11,"0001dbf2","0001de3e",41,42,0,0,24,30,0,0,6,6,4,4,7,2
"32733",128297,14,"0000c9b6","0001dbea",28,21,0,0,18,14,0,0,6,4,4,3,0,0
"32734",128298,12,"0001d181","0001d569",41,29,2,0,29,22,0,0,5,6,5,1,0,0
"32735",128299,13,"0001a9bd","0001d8b4",39,40,1,1,25,24,0,0,6,6,3,5,4,4
"32737",128300,10,"0001d3a6","0001d34e",32,32,0,0,21,20,0,0,5,6,4,3,2,3
"32738",128301,11,"0001db88","0001dbbd",33,27,0,0,22,19,0,0,6,5,5,3,0,0
"32739",128302,10,"0001d580","0001d30e",31,22,0,0,22,13,0,0,5,6,4,3,0,0
"32740",128303,10,"0000cee4","0000cee0",45,41,0,2,28,26,2,0,5,5,4,4,6,4
"32742",128304,10,"0001d8b8","0001db8d",24,27,0,0,14,17,0,0,6,5,4,4,0,1
"32744",128306,10,"0001d3a0","0000cab4",39,45,1,2,24,29,0,0,6,6,6,5,2,3
"32745",128307,14,"0001dbd9","0001d577",32,32,0,0,25,19,0,0,5,6,2,4,0,3
"32746",128308,13,"0001b141","0001d3a8",37,29,1,0,24,20,0,0,6,5,5,3,1,1
"32747",128309,10,"0000cccf","0001ae1c",41,39,1,0,25,25,1,0,6,6,3,5,5,3
"32748",128310,11,"0001d57a","0001a9c0",34,30,0,0,25,20,0,0,4,4,3,4,2,2
"32749",128311,12,"0000c9bc","0000ce13",30,33,0,0,18,20,0,0,6,6,3,4,3,3
"32751",128312,12,"0000c9be","0001b141",25,14,0,0,19,11,0,0,4,3,2,0,0,0
"32752",128313,12,"0001daa6","0000ceeb",18,23,0,0,12,18,0,0,5,3,1,2,0,0
"32754",128314,10,"0001dc15","0001b108",22,26,0,0,12,9,0,0,5,6,3,6,2,5
"32755",128315,12,"0001db88","0001d3a4",16,24,0,0,10,18,0,0,5,4,1,2,0,0
"32756",128315,14,"0001dba3","0001dbd9",25,16,0,0,17,11,0,0,4,4,4,1,0,0
"32757",128316,10,"0001d39f","0001d578",39,30,0,0,21,15,0,0,6,5,6,5,6,5
"32758",128317,13,"0000c9bd","0000cabf",35,31,2,1,24,19,0,1,4,4,4,4,1,2
"32759",128318,11,"0001b109","0000cccf",35,35,1,0,18,21,0,0,6,6,5,3,5,5
"32763",128321,14,"0001d577","0000cee9",36,28,0,0,20,17,0,0,6,6,4,2,6,3
"32764",128322,12,"0001d4dd","0000c9bf",33,25,0,0,20,16,0,0,6,5,5,4,2,0
"32766",128324,12,"0001dbe1","0001d8b8",44,31,0,0,28,19,0,0,6,6,6,3,4,3
"32767",128325,13,"0001dba2","0001d3a9",32,40,0,1,16,25,1,0,6,6,5,5,4,3
"32768",128326,13,"0000ce1f","0001a9cc",13,12,0,0,6,7,0,0,4,4,3,1,0,0
"32770",128328,14,"0001d30e","0001db88",21,26,0,0,15,16,0,0,3,6,3,4,0,0
"32771",128329,13,"0001db8d","0001daa6",31,24,0,0,20,14,0,0,5,6,3,3,3,1
"32773",128331,10,"0000cee4","0000cee0",40,43,2,1,24,25,0,1,6,6,3,5,5,5
"32774",128332,11,"0000c9b9","0001d57a",33,23,0,0,21,18,0,0,4,2,4,3,4,0
"32776",128333,11,"0001d56b","0001d8b2",26,25,0,0,18,17,0,0,5,5,3,3,0,0
"32777",128333,12,"0001d668","0001dc0b",25,26,0,0,16,17,0,0,5,5,3,3,1,1
"32778",128334,11,"0000cbf8","0000ce13",38,38,0,0,25,25,0,0,6,5,4,4,3,4
"32780",128336,11,"0000cac2","0001d3a6",23,29,0,0,13,21,0,0,4,5,5,3,1,0
"32782",128337,12,"0001d8b8","0001b0f5",19,20,0,0,10,9,0,0,6,5,3,5,0,1
"32784",128337,13,"0001b105","0001dbce",22,31,0,0,13,22,0,0,4,5,3,3,2,1
"32785",128338,12,"0001d56a","0001d8b2",35,35,0,0,21,20,0,1,4,5,5,3,5,6
"32786",128339,10,"0001dbd8","0001dc20",33,33,0,0,22,18,0,0,5,6,4,5,2,4
"32787",128340,13,"0001d3a9","0001db8e",38,34,1,0,22,24,0,0,6,6,6,3,3,1
"32788",128341,12,"0000ce20","0001d2d3",27,33,0,0,18,21,0,0,4,5,1,5,4,2
